vin,millesime,region,appellation,couleur,format,per,prix_unitaire,quantite,date,negociant,source,vin_clean
Chateau Grand-Puy-Lacoste 5eme Cru Classe,1990,Bordeaux,Pauillac,red,75cl,1.0,200.0,3,20240908,mann_fine_wine,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2000,Bordeaux,Pauillac,red,75cl,12.0,104.17,1,20240908,mann_fine_wine,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,1990,Bordeaux,Pauillac,red,75cl,1.0,200.0,2,20241026,mann_fine_wine,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,10cl,1.0,650.0,1,20240805,ig_wines,,grand puy lacoste
Château Grand Puy Lacoste,1996,BORDEAUX,Pauillac,red,75cl,12.0,124.58,1,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2000,BORDEAUX,Pauillac,red,75cl,12.0,104.17,8,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2004,BORDEAUX,Pauillac,red,75cl,12.0,50.0,3,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2005,BORDEAUX,Pauillac,red,75cl,12.0,81.67,1,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2008,BORDEAUX,Pauillac,red,75cl,12.0,43.33,1,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2009,BORDEAUX,Pauillac,red,75cl,12.0,71.67,1,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2014,BORDEAUX,Pauillac,red,75cl,6.0,40.0,2,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2016,BORDEAUX,Pauillac,red,75cl,12.0,51.67,1,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2017,BORDEAUX,Pauillac,red,75cl,12.0,46.67,1,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2018,BORDEAUX,Pauillac,red,75cl,12.0,43.33,1,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2019,BORDEAUX,Pauillac,red,500cl,1.0,495.0,1,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2019,BORDEAUX,Pauillac,red,75cl,12.0,43.33,2,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2019,BORDEAUX,Pauillac,red,150cl,6.0,100.0,1,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2020,BORDEAUX,Pauillac,red,75cl,12.0,41.25,1,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2022,BORDEAUX,Pauillac,red,75cl,6.0,59.5,0,20241009,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2023,BORDEAUX,Pauillac,red,75cl,6.0,45.5,0,20241009,richard_kihl,,grand puy lacoste
Grand Puy Lacoste,2017.0,Bordeaux,,red,75cl,6.0,40.33,30,20240925,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2020.0,Bordeaux,,red,75cl,6.0,43.83,2,20240925,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2021.0,Bordeaux,,red,75cl,6.0,43.33,1,20240925,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2022.0,Bordeaux,,red,75cl,6.0,59.0,4,20240925,cru_wine,,grand puy lacoste
Lacoste-Borie,2020.0,Bordeaux,,red,75cl,6.0,17.33,1,20240925,cru_wine,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2015,Bordeaux,Pauillac,red,75cl,6.0,39.17,1,20240901,lassemblage,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,43.33,4,20240901,lassemblage,,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2007,Bordeaux,,red,75cl,12.0,68.75,1,20241031,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2009,Bordeaux,,red,75cl,12.0,61.25,2,20241031,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2010,Bordeaux,,red,75cl,12.0,56.67,1,20241031,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2014,Bordeaux,,red,75cl,6.0,40.0,1,20241031,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2015,Bordeaux,,red,75cl,6.0,36.67,3,20241031,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2015,Bordeaux,,red,75cl,6.0,86.67,1,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2015,Bordeaux,,red,75cl,1.0,50.0,6,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2016,Bordeaux,,red,150cl,3.0,126.0,5,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2016,Bordeaux,,red,150cl,1.0,126.0,1,20241031,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,75cl,6.0,19.33,10,20241031,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,75cl,1.0,19.33,5,20241031,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,37.5cl,1.0,10.12,1,20241031,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,150cl,3.0,41.0,1,20241031,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,150cl,1.0,41.0,2,20241031,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,75cl,6.0,50.0,1,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,150cl,3.0,114.33,2,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,150cl,1.0,114.33,1,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,600cl,1.0,495.0,3,20241031,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,75cl,6.0,17.67,8,20241031,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,37.5cl,12.0,9.38,1,20241031,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,37.5cl,1.0,9.38,4,20241031,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,150cl,3.0,37.83,1,20241031,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2019,Bordeaux,,red,75cl,6.0,40.0,4,20241031,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2019,Bordeaux,,red,75cl,6.0,50.0,8,20241031,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,6.0,18.33,4,20241031,justerini,broker,lacoste borie
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,6.0,18.83,10,20241031,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,1.0,18.83,3,20241031,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,75cl,6.0,50.67,6,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,150cl,3.0,104.67,3,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,150cl,1.0,104.67,2,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,37.5cl,12.0,26.17,1,20241031,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2021,Bordeaux,,red,75cl,6.0,22.5,10,20241031,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2021,Bordeaux,,red,75cl,6.0,22.5,10,20241031,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,300cl,1.0,235.0,2,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,75cl,6.0,50.0,10,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,150cl,3.0,103.33,10,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,37.5cl,12.0,29.58,10,20241031,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2022,Bordeaux,,red,75cl,6.0,20.08,5,20241031,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,75cl,6.0,60.83,1,20241031,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,75cl,6.0,67.5,5,20241031,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2023,Bordeaux,,red,75cl,6.0,18.5,5,20241031,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,300cl,1.0,227.0,5,20241031,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,75cl,6.0,45.5,5,20241031,justerini,non-broker,grand puy lacoste
Grand Puy Lacoste,2000,Bordeaux,,red,75cl,1.0,116.67,8,20241101,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,2005,Bordeaux,,red,75cl,1.0,120.83,44,20241101,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,1995,Bordeaux,,red,75cl,1.0,133.33,3,20241101,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,2009,Bordeaux,,red,75cl,1.0,91.67,71,20241101,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,,red,75cl,1.0,70.83,10,20241101,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,1989,Bordeaux,,red,75cl,1.0,125.0,16,20241101,hedonism_wines,,grand puy lacoste
Lacoste Borie,2000,Bordeaux,,red,75cl,1.0,50.0,9,20241101,hedonism_wines,,lacoste borie
Grand Puy Lacoste,2010,Bordeaux,,red,75cl,1.0,91.67,5,20241101,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,,red,75cl,1.0,62.5,12,20241101,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,2012,Bordeaux,,red,75cl,1.0,58.33,14,20241101,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,,red,75cl,1.0,125.0,4,20241101,hedonism_wines,,grand puy lacoste
Lacoste Borie,2014,Bordeaux,,red,75cl,1.0,29.17,4,20241101,hedonism_wines,,lacoste borie
Grand Puy Lacoste,2012,Bordeaux,,red,150cl,1.0,116.67,3,20241101,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,12.0,38.33,4,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,1.0,38.33,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,600cl,1.0,500.0,3,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,300cl,1.0,240.0,3,20241008,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2015,Bordeaux,Pauillac,red,75cl,12.0,17.92,12,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,75cl,1.0,17.92,0,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,150cl,6.0,37.5,24,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,150cl,1.0,37.5,0,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2005,Bordeaux,Pauillac,red,75cl,12.0,31.67,1,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2005,Bordeaux,Pauillac,red,75cl,1.0,31.67,0,20241008,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,12.0,41.67,2,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,1.0,41.67,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,150cl,6.0,85.0,1,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,150cl,1.0,85.0,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,12.0,59.58,5,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,1.0,59.58,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2001,Bordeaux,Pauillac,red,75cl,12.0,72.5,1,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2001,Bordeaux,Pauillac,red,75cl,1.0,72.5,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2016,Bordeaux,Pauillac,red,75cl,12.0,19.17,30,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,75cl,1.0,19.17,0,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,150cl,6.0,40.0,9,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,150cl,1.0,40.0,0,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,300cl,1.0,125.0,20,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,600cl,1.0,225.0,10,20241008,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,300cl,3.0,166.67,1,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,300cl,1.0,166.67,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,12.0,38.33,3,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,1.0,38.33,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,75cl,12.0,105.0,5,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,75cl,1.0,105.0,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,150cl,6.0,210.0,3,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,150cl,1.0,210.0,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2009,Bordeaux,Pauillac,red,75cl,12.0,23.33,1,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2009,Bordeaux,Pauillac,red,75cl,1.0,23.33,0,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2009,Bordeaux,Pauillac,red,600cl,1.0,265.0,6,20241008,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2016,Bordeaux,Pauillac,red,600cl,1.0,600.0,3,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,12.0,112.5,1,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,1.0,112.5,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,12.0,45.5,5,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,1.0,45.5,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,6.0,45.5,5,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,1.0,45.5,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2023,Bordeaux,Pauillac,red,75cl,12.0,18.5,5,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2023,Bordeaux,Pauillac,red,75cl,1.0,18.5,0,20241008,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,75cl,12.0,41.67,10,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,75cl,1.0,41.67,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,300cl,1.0,265.0,6,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,47.5,3,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,47.5,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,48.33,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,48.33,10,20241008,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,17.5,24,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,1.0,17.5,0,20241008,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,12.0,40.0,1,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,1.0,40.0,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,12.0,20.08,5,20241008,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,1.0,20.08,0,20241008,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2021,Bordeaux,Pauillac,red,75cl,12.0,35.0,2,20241008,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2021,Bordeaux,Pauillac,red,75cl,1.0,35.0,0,20241008,bordeaux_farr_vintners,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2019,Bordeaux,Pauillac,red,75cl,6.0,41.67,1,20240930,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,12.0,49.17,1,20240930,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,10cl,1.0,650.0,1,20240930,ig_wines,,grand puy lacoste
Château Grand Puy Lacoste,1996,BORDEAUX,Pauillac,red,75cl,12.0,124.58,1,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2000,BORDEAUX,Pauillac,red,75cl,12.0,104.17,8,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2004,BORDEAUX,Pauillac,red,75cl,12.0,50.0,3,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2005,BORDEAUX,Pauillac,red,75cl,12.0,81.67,1,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2008,BORDEAUX,Pauillac,red,75cl,12.0,43.33,1,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2009,BORDEAUX,Pauillac,red,75cl,12.0,71.67,1,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2014,BORDEAUX,Pauillac,red,75cl,6.0,40.0,2,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2016,BORDEAUX,Pauillac,red,75cl,12.0,51.67,1,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2017,BORDEAUX,Pauillac,red,75cl,12.0,46.67,1,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2018,BORDEAUX,Pauillac,red,75cl,12.0,43.33,1,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2019,BORDEAUX,Pauillac,red,500cl,1.0,495.0,1,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2019,BORDEAUX,Pauillac,red,75cl,12.0,43.33,2,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2019,BORDEAUX,Pauillac,red,150cl,6.0,100.0,1,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2020,BORDEAUX,Pauillac,red,75cl,12.0,41.25,1,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2022,BORDEAUX,Pauillac,red,75cl,6.0,59.5,0,20240927,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2023,BORDEAUX,Pauillac,red,75cl,6.0,45.5,0,20240927,richard_kihl,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,1990,Bordeaux,Pauillac,red,75cl,1.0,200.0,2,20240922,mann_fine_wine,,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2007,Bordeaux,,red,75cl,12.0,68.75,1,20241002,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2009,Bordeaux,,red,75cl,12.0,61.25,1,20241002,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2014,Bordeaux,,red,75cl,6.0,40.0,1,20241002,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2014,Bordeaux,,red,75cl,12.0,37.5,1,20241002,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2015,Bordeaux,,red,75cl,6.0,38.33,4,20241002,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2015,Bordeaux,,red,75cl,6.0,86.67,1,20241002,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2016,Bordeaux,,red,75cl,1.0,19.42,8,20241002,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2016,Bordeaux,,red,75cl,1.0,19.42,1,20241002,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2016,Bordeaux,,red,150cl,3.0,108.33,1,20241002,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2016,Bordeaux,,red,150cl,3.0,126.0,5,20241002,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2016,Bordeaux,,red,150cl,1.0,126.0,1,20241002,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,75cl,6.0,19.33,10,20241002,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,75cl,1.0,19.33,1,20241002,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,37.5cl,1.0,10.12,1,20241002,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,150cl,3.0,41.0,1,20241002,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,150cl,1.0,41.0,2,20241002,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,75cl,6.0,50.0,1,20241002,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,150cl,1.0,114.33,1,20241002,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,600cl,1.0,495.0,3,20241002,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,75cl,6.0,17.67,8,20241002,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,37.5cl,12.0,9.38,1,20241002,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,37.5cl,1.0,9.38,4,20241002,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,150cl,3.0,37.83,1,20241002,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2019,Bordeaux,,red,75cl,6.0,50.0,8,20241002,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,6.0,18.33,4,20241002,justerini,broker,lacoste borie
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,6.0,18.83,10,20241002,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,1.0,18.83,3,20241002,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,75cl,6.0,50.67,6,20241002,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,150cl,3.0,104.67,3,20241002,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,150cl,1.0,104.67,2,20241002,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,37.5cl,12.0,26.17,1,20241002,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2021,Bordeaux,,red,75cl,6.0,22.5,10,20241002,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2021,Bordeaux,,red,75cl,6.0,22.5,10,20241002,justerini,non-broker,lacoste borie
